series_index,group_tag,query_tag,label_tag,sample_count
1228,3,447,53,2017
1229,3,447,58,2017
1230,3,447,66,2017
1231,3,447,90,2017
1232,3,128,28,2017
1233,3,128,48,2017
1234,3,128,53,2017
1235,3,128,58,2017
1236,3,128,66,2017
1237,3,128,90,2017
1238,3,363,28,2017
1239,3,363,48,2017
1240,3,363,53,2017
1241,3,363,58,2017
1242,3,363,66,2017
1243,3,363,90,2017
1244,3,825,28,2017
1245,3,825,48,2017
1246,3,825,53,2017
1247,3,825,58,2017
1248,3,825,66,2017
1249,3,825,90,2017
1250,3,840,28,2017
1251,3,840,48,2017
1252,3,840,53,2017
1253,3,840,58,2017
1254,3,840,66,2017
1255,3,840,90,2017
1256,3,859,28,2017
1257,3,859,48,2017
1258,3,859,53,2017
1259,3,859,58,2017
1260,3,859,66,2017
1261,3,859,90,2017
1262,3,817,28,2017
1263,3,817,48,2017
1264,3,817,53,2017
1265,3,817,58,2017
1266,3,817,66,2017
1267,3,817,90,2017
1268,3,972,28,2017
1269,3,972,48,2017
1270,3,972,53,2017
1271,3,972,58,2017
1272,3,972,66,2017
1273,3,972,90,2017
1274,3,553,28,2017
1275,3,553,48,2017
1276,3,553,53,2017
1277,3,553,58,2017
1278,3,553,66,2017
1279,3,553,90,2017
1280,3,687,28,2017
1281,3,687,48,2017
1282,3,687,53,2017
1283,3,687,58,2017
1284,3,687,66,2017
1285,3,687,90,2017
1286,3,563,28,2017
1287,3,563,48,2017
1288,3,563,53,2017
1289,3,563,58,2017
1290,3,563,66,2017
1291,3,563,90,2017
1292,3,249,28,2017
1293,3,249,48,2017
1294,3,249,53,2017
1295,3,249,58,2017
1296,3,249,66,2017
1297,3,249,90,2017
1298,3,88,28,2017
1299,3,88,48,2017
1300,3,88,53,2017
1301,3,88,58,2017
1302,3,88,66,2017
1303,3,88,90,2017
1304,3,665,28,2017
1305,3,665,48,2017
1306,3,665,53,2017
1307,3,665,58,2017
1308,3,665,66,2017
1309,3,665,90,2017
1310,3,38,28,2017
1311,3,38,48,2017
1312,3,38,53,2017
1313,3,38,58,2017
1314,3,38,66,2017
1315,3,38,90,2017
1316,3,1001,28,2017
1317,3,1001,48,2017
1318,3,1001,53,2017
1319,3,1001,58,2017
1320,3,1001,66,2017
1321,3,1001,90,2017
1322,3,730,28,2017
1323,3,730,48,2017
1324,3,730,53,2017
1325,3,730,58,2017
1326,3,730,66,2017
1327,3,730,90,2017
1328,3,1111,28,2017
1329,3,1111,48,2017
1330,3,1111,53,2017
1331,3,1111,58,2017
1332,3,1111,66,2017
1333,3,1111,90,2017
1334,3,70,28,2017
1335,3,70,48,2017
1336,3,70,53,2017
1337,3,70,58,2017
1338,3,70,66,2017
1339,3,70,90,2017
1340,3,591,28,2017
1341,3,591,48,2017
1342,3,591,53,2017
1343,3,591,58,2017
1344,3,591,66,2017
1345,3,591,90,2017
1346,3,511,28,2017
1347,3,511,48,2017
1348,3,511,53,2017
1349,3,511,58,2017
1350,3,511,66,2017
1351,3,511,90,2017
1352,3,891,28,2017
1353,3,891,48,2017
1354,3,891,53,2017
1355,3,891,58,2017
1356,3,891,66,2017
1357,3,891,90,2017
1358,3,577,28,2017
1359,3,577,48,2017
1360,3,577,53,2017
1361,3,577,58,2017
1362,3,577,66,2017
1363,3,577,90,2017
1364,3,698,28,2017
1365,3,698,48,2017
1366,3,698,53,2017
1367,3,698,58,2017
1368,3,698,66,2017
1369,3,698,90,2017
1370,3,307,28,2017
1371,3,307,48,2017
1372,3,307,53,2017
1373,3,307,58,2017
1374,3,307,66,2017
1375,3,307,90,2017
1376,3,308,28,2017
1377,3,308,48,2017
1378,3,308,53,2017
1379,3,308,58,2017
1380,3,308,66,2017
1381,3,308,90,2017
1382,3,319,28,2017
1383,3,319,48,2017
1384,3,319,53,2017
1385,3,319,58,2017
1386,3,319,66,2017
1387,3,319,90,2017
1388,3,1134,28,2017
1389,3,1134,48,2017
1390,3,1134,53,2017
1391,3,1134,58,2017
1392,3,1134,66,2017
1393,3,1134,90,2017
1394,3,476,28,2017
1395,3,476,48,2017
1396,3,476,53,2017
1397,3,476,58,2017
1398,3,476,66,2017
1399,3,476,90,2017
1400,3,173,28,2017
1401,3,173,48,2017
1402,3,173,53,2017
1403,3,173,58,2017
1404,3,173,66,2017
1405,3,173,90,2017
1406,3,871,28,2017
1407,3,871,48,2017
1408,3,871,53,2017
1409,3,871,58,2017
1410,3,871,66,2017
1411,3,871,90,2017
1412,3,355,28,2017
1413,3,355,48,2017
1414,3,355,53,2017
1415,3,355,58,2017
1416,3,355,66,2017
1417,3,355,90,2017
1418,3,913,28,2017
1419,3,913,48,2017
1420,3,913,53,2017
1421,3,913,58,2017
1422,3,913,66,2017
1423,3,913,90,2017
1424,3,285,28,2017
1425,3,285,48,2017
1426,3,285,53,2017
1427,3,285,58,2017
1428,3,285,66,2017
1429,3,285,90,2017
1430,3,900,28,2017
1431,3,900,48,2017
1432,3,900,53,2017
1433,3,900,58,2017
1434,3,900,66,2017
1435,3,900,90,2017
1436,3,823,28,2017
1437,3,823,48,2017
1438,3,823,53,2017
1439,3,823,58,2017
1440,3,823,66,2017
1441,3,823,90,2017
1442,3,265,28,2017
1443,3,265,48,2017
1444,3,265,53,2017
1445,3,265,58,2017
1446,3,265,66,2017
1447,3,265,90,2017
1448,3,45,28,2017
1449,3,45,48,2017
1450,3,45,53,2017
1451,3,45,58,2017
1452,3,45,66,2017
1453,3,45,90,2017
1454,3,524,28,2017
1455,3,524,48,2017
1456,3,524,53,2017
1457,3,524,58,2017
1458,3,524,66,2017
1459,3,524,90,2017
1460,3,595,28,2017
1461,3,595,48,2017
1462,3,595,53,2017
1463,3,595,58,2017
1464,3,595,66,2017
1465,3,595,90,2017
1466,3,719,28,2017
1467,3,719,48,2017
1468,3,719,53,2017
1469,3,719,58,2017
1470,3,719,66,2017
1471,3,719,90,2017
1472,3,348,28,2017
1473,3,348,48,2017
1474,3,348,53,2017
1475,3,348,58,2017
1476,3,348,66,2017
1477,3,348,90,2017
1478,3,981,28,2017
1479,3,981,48,2017
1480,3,981,53,2017
1481,3,981,58,2017
1482,3,981,66,2017
1483,3,981,90,2017
1484,3,1023,28,2017
1485,3,1023,48,2017
1486,3,1023,53,2017
1487,3,1023,58,2017
1488,3,1023,66,2017
1489,3,1023,90,2017
1490,3,901,28,2017
1491,3,901,48,2017
1492,3,901,53,2017
1493,3,901,58,2017
1494,3,901,66,2017
1495,3,901,90,2017
1496,3,784,28,2017
1497,3,784,48,2017
1498,3,784,53,2017
1499,3,784,58,2017
1500,3,784,66,2017
1501,3,784,90,2017
1502,3,824,28,2017
1503,3,824,48,2017
1504,3,824,53,2017
1505,3,824,58,2017
1506,3,824,66,2017
1507,3,824,90,2017
1508,3,801,28,2017
1509,3,801,48,2017
1510,3,801,53,2017
1511,3,801,58,2017
1512,3,801,66,2017
1513,3,801,90,2017
1514,3,478,28,2017
1515,3,478,48,2017
1516,3,478,53,2017
1517,3,478,58,2017
1518,3,478,66,2017
1519,3,478,90,2017
1520,3,247,28,2017
1521,3,247,48,2017
1522,3,247,53,2017
1523,3,247,58,2017
1524,3,247,66,2017
1525,3,247,90,2017
1526,3,863,28,2017
1527,3,863,48,2017
1528,3,863,53,2017
1529,3,863,58,2017
1530,3,863,66,2017
1531,3,863,90,2017
1532,3,180,28,2017
1533,3,180,48,2017
1534,3,180,53,2017
1535,3,180,58,2017
1536,3,180,66,2017
1537,3,180,90,2017
1538,3,372,28,2017
1539,3,372,48,2017
1540,3,372,53,2017
1541,3,372,58,2017
1542,3,372,66,2017
1543,3,372,90,2017
1544,3,55,28,2017
1545,3,55,48,2017
1546,3,55,53,2017
1547,3,55,58,2017
1548,3,55,66,2017
1549,3,55,90,2017
1550,3,560,28,2017
1551,3,560,48,2017
1552,3,560,53,2017
1553,3,560,58,2017
1554,3,560,66,2017
1555,3,560,90,2017
1556,3,102,28,2017
1557,3,102,48,2017
1558,3,102,53,2017
1559,3,102,58,2017
1560,3,102,66,2017
1561,3,102,90,2017
1562,3,731,28,2017
1563,3,731,48,2017
1564,3,731,53,2017
1565,3,731,58,2017
1566,3,731,66,2017
1567,3,731,90,2017
1568,3,1039,28,2017
1569,3,1039,48,2017
1570,3,1039,53,2017
1571,3,1039,58,2017
1572,3,1039,66,2017
1573,3,1039,90,2017
1574,3,318,28,2017
1575,3,318,48,2017
1576,3,318,53,2017
1577,3,318,58,2017
1578,3,318,66,2017
1579,3,318,90,2017
1580,3,64,28,2017
1581,3,64,48,2017
1582,3,64,53,2017
1583,3,64,58,2017
1584,3,64,66,2017
1585,3,64,90,2017
1586,3,362,28,2017
1587,3,362,48,2017
1588,3,362,53,2017
1589,3,362,58,2017
1590,3,362,66,2017
1591,3,362,90,2017
1592,3,62,28,2017
1593,3,62,48,2017
1594,3,62,53,2017
1595,3,62,58,2017
1596,3,62,66,2017
1597,3,62,90,2017
1598,3,193,28,2017
1599,3,193,48,2017
1600,3,193,53,2017
1601,3,193,58,2017
1602,3,193,66,2017
1603,3,193,90,2017
1604,3,877,28,2017
1605,3,877,48,2017
1606,3,877,53,2017
1607,3,877,58,2017
1608,3,877,66,2017
1609,3,877,90,2017
1610,3,211,28,2017
1611,3,211,48,2017
1612,3,211,53,2017
1613,3,211,58,2017
1614,3,211,66,2017
1615,3,211,90,2017
1616,3,1076,28,2017
1617,3,1076,48,2017
1618,3,1076,53,2017
1619,3,1076,58,2017
1620,3,1076,66,2017
1621,3,1076,90,2017
1622,3,676,28,2017
1623,3,676,48,2017
1624,3,676,53,2017
1625,3,676,58,2017
1626,3,676,66,2017
1627,3,676,90,2017
1628,3,977,28,2017
1629,3,977,48,2017
1630,3,977,53,2017
1631,3,977,58,2017
1632,3,977,66,2017
1633,3,977,90,2017
1634,3,414,28,2017
1635,3,414,48,2017
1636,3,414,53,2017
1637,3,414,58,2017
1638,3,414,66,2017
1639,3,414,90,2017
1640,3,680,28,2017
1641,3,680,48,2017
1642,3,680,53,2017
1643,3,680,58,2017
1644,3,680,66,2017
1645,3,680,90,2017
1646,3,301,28,2017
1647,3,301,48,2017
1648,3,301,53,2017
1649,3,301,58,2017
1650,3,301,66,2017
1651,3,301,90,2017
1652,3,221,28,2017
1653,3,221,48,2017
1654,3,221,53,2017
1655,3,221,58,2017
1656,3,221,66,2017
1657,3,221,90,2017
1658,3,299,28,2017
1659,3,299,48,2017
1660,3,299,53,2017
1661,3,299,58,2017
1662,3,299,66,2017
1663,3,299,90,2017
1664,3,465,28,2017
1665,3,465,48,2017
1666,3,465,53,2017
1667,3,465,58,2017
1668,3,465,66,2017
1669,3,465,90,2017
1670,3,422,28,2017
1671,3,422,48,2017
1672,3,422,53,2017
1673,3,422,58,2017
1674,3,422,66,2017
1675,3,422,90,2017
1676,3,455,28,2017
1677,3,455,48,2017
1678,3,455,53,2017
1679,3,455,58,2017
1680,3,455,66,2017
1681,3,455,90,2017
1682,3,382,28,2017
1683,3,382,48,2017
1684,3,382,53,2017
1685,3,382,58,2017
1686,3,382,66,2017
1687,3,382,90,2017
1688,3,638,28,2017
1689,3,638,48,2017
1690,3,638,53,2017
1691,3,638,58,2017
1692,3,638,66,2017
1693,3,638,90,2017
1694,3,374,28,2017
1695,3,374,48,2017
1696,3,374,53,2017
1697,3,374,58,2017
1698,3,374,66,2017
1699,3,374,90,2017
1700,3,940,28,2017
1701,3,940,48,2017
1702,3,940,53,2017
1703,3,940,58,2017
1704,3,940,66,2017
1705,3,940,90,2017
1706,3,542,28,2017
1707,3,542,48,2017
1708,3,542,53,2017
1709,3,542,58,2017
1710,3,542,66,2017
1711,3,542,90,2017
1712,3,468,5,2017
1713,3,468,17,2017
1714,3,468,25,2017
1715,3,468,59,2017
1716,3,468,79,2017
1717,3,468,102,2017
1718,3,528,5,2017
1719,3,528,17,2017
1720,3,528,25,2017
1721,3,528,59,2017
1722,3,528,79,2017
1723,3,528,102,2017
1724,3,555,5,2017
1725,3,555,17,2017
1726,3,555,25,2017
1727,3,555,59,2017
1728,3,555,79,2017
1729,3,555,102,2017
1730,3,533,5,2017
1731,3,533,17,2017
1732,3,533,25,2017
1733,3,533,59,2017
1734,3,533,79,2017
1735,3,533,102,2017
1736,3,917,5,2017
1737,3,917,17,2017
1738,3,917,25,2017
1739,3,917,59,2017
1740,3,917,79,2017
1741,3,917,102,2017
1742,3,346,5,2017
1743,3,346,17,2017
1744,3,346,25,2017
1745,3,346,59,2017
1746,3,346,79,2017
1747,3,346,102,2017
1748,3,142,5,2017
1749,3,142,17,2017
1750,3,142,25,2017
1751,3,142,59,2017
1752,3,142,79,2017
1753,3,142,102,2017
1754,3,654,5,2017
1755,3,654,17,2017
1756,3,654,25,2017
1757,3,654,59,2017
1758,3,654,79,2017
1759,3,654,102,2017
1760,3,739,5,2017
1761,3,739,17,2017
1762,3,739,25,2017
1763,3,739,59,2017
1764,3,739,79,2017
1765,3,739,102,2017
1766,3,375,5,2017
1767,3,375,17,2017
1768,3,375,25,2017
1769,3,375,59,2017
1770,3,375,79,2017
1771,3,375,102,2017
1772,3,1051,5,2017
1773,3,1051,17,2017
1774,3,1051,25,2017
1775,3,1051,59,2017
1776,3,1051,79,2017
1777,3,1051,102,2017
1778,3,479,5,2017
1779,3,479,17,2017
1780,3,479,25,2017
1781,3,479,59,2017
1782,3,479,79,2017
1783,3,479,102,2017
1784,3,138,5,2017
1785,3,138,17,2017
1786,3,138,25,2017
1787,3,138,59,2017
1788,3,138,79,2017
1789,3,138,102,2017
1790,3,857,5,2017
1791,3,857,17,2017
1792,3,857,25,2017
1793,3,857,59,2017
1794,3,857,79,2017
1795,3,857,102,2017
1796,3,438,5,2017
1797,3,438,17,2017
1798,3,438,25,2017
1799,3,438,59,2017
1800,3,438,79,2017
1801,3,438,102,2017
1802,3,548,5,2017
1803,3,548,17,2017
1804,3,548,25,2017
1805,3,548,59,2017
1806,3,548,79,2017
1807,3,548,102,2017
1808,3,71,5,2017
1809,3,71,17,2017
1810,3,71,25,2017
1811,3,71,59,2017
1812,3,71,79,2017
1813,3,71,102,2017
1814,3,224,5,2017
1815,3,224,17,2017
1816,3,224,25,2017
1817,3,224,59,2017
1818,3,224,79,2017
1819,3,224,102,2017
1820,3,280,5,2017
1821,3,280,17,2017
1822,3,280,25,2017
1823,3,280,59,2017
1824,3,280,79,2017
1825,3,280,102,2017
1826,3,930,5,2017
1827,3,930,17,2017
1828,3,930,25,2017
1829,3,930,59,2017
1830,3,930,79,2017
1831,3,930,102,2017
1832,3,306,5,2017
1833,3,306,17,2017
1834,3,306,25,2017
1835,3,306,59,2017
1836,3,306,79,2017
1837,3,306,102,2017
1838,3,134,5,2017
1839,3,134,17,2017
1840,3,134,25,2017
1841,3,134,59,2017
1842,3,134,79,2017
1843,3,134,102,2017
1844,3,22,5,2017
1845,3,22,17,2017
1846,3,22,25,2017
1847,3,22,59,2017
1848,3,22,79,2017
1849,3,22,102,2017
1850,3,192,5,2017
1851,3,192,17,2017
1852,3,192,25,2017
1853,3,192,59,2017
1854,3,192,79,2017
1855,3,192,102,2017
1856,3,758,5,2017
1857,3,758,17,2017
1858,3,758,25,2017
1859,3,758,59,2017
1860,3,758,79,2017
1861,3,758,102,2017
1862,3,552,5,2017
1863,3,552,17,2017
1864,3,552,25,2017
1865,3,552,59,2017
1866,3,552,79,2017
1867,3,552,102,2017
1868,3,937,5,2017
1869,3,937,17,2017
1870,3,937,25,2017
1871,3,937,59,2017
1872,3,937,79,2017
1873,3,937,102,2017
1874,3,992,5,2017
1875,3,992,17,2017
1876,3,992,25,2017
1877,3,992,59,2017
1878,3,992,79,2017
1879,3,992,102,2017
1880,3,881,5,2017
1881,3,881,17,2017
1882,3,881,25,2017
1883,3,881,59,2017
1884,3,881,79,2017
1885,3,881,102,2017
1886,3,1037,5,2017
1887,3,1037,17,2017
1888,3,1037,25,2017
1889,3,1037,59,2017
1890,3,1037,79,2017
1891,3,1037,102,2017
1892,3,567,5,2017
1893,3,567,17,2017
1894,3,567,25,2017
1895,3,567,59,2017
1896,3,567,79,2017
1897,3,567,102,2017
1898,3,226,5,2017
1899,3,226,17,2017
1900,3,226,25,2017
1901,3,226,59,2017
1902,3,226,79,2017
1903,3,226,102,2017
1904,3,474,5,2017
1905,3,474,17,2017
1906,3,474,25,2017
1907,3,474,59,2017
1908,3,474,79,2017
1909,3,474,102,2017
1910,3,354,5,2017
1911,3,354,17,2017
1912,3,354,25,2017
1913,3,354,59,2017
1914,3,354,79,2017
1915,3,354,102,2017
1916,3,183,5,2017
1917,3,183,17,2017
1918,3,183,25,2017
1919,3,183,59,2017
1920,3,183,79,2017
1921,3,183,102,2017
1922,3,1063,5,2017
1923,3,1063,17,2017
1924,3,1063,25,2017
1925,3,1063,59,2017
1926,3,1063,79,2017
1927,3,1063,102,2017
1928,3,632,5,2017
1929,3,632,17,2017
1930,3,632,25,2017
1931,3,632,59,2017
1932,3,632,79,2017
1933,3,632,102,2017
1934,3,220,5,2017
1935,3,220,17,2017
1936,3,220,25,2017
1937,3,220,59,2017
1938,3,220,79,2017
1939,3,220,102,2017
1940,3,968,5,2017
1941,3,968,17,2017
1942,3,968,25,2017
1943,3,968,59,2017
1944,3,968,79,2017
1945,3,968,102,2017
1946,3,1096,5,2017
1947,3,1096,17,2017
1948,3,1096,25,2017
1949,3,1096,59,2017
1950,3,1096,79,2017
1951,3,1096,102,2017
1952,3,723,5,2017
1953,3,723,17,2017
1954,3,723,25,2017
1955,3,723,59,2017
1956,3,723,79,2017
1957,3,723,102,2017
1958,3,979,5,2017
1959,3,979,17,2017
1960,3,979,25,2017
1961,3,979,59,2017
1962,3,979,79,2017
1963,3,979,102,2017
1964,3,312,5,2017
1965,3,312,17,2017
1966,3,312,25,2017
1967,3,312,59,2017
1968,3,312,79,2017
1969,3,312,102,2017
1970,3,707,5,2017
1971,3,707,17,2017
1972,3,707,25,2017
1973,3,707,59,2017
1974,3,707,79,2017
1975,3,707,102,2017
1976,3,236,5,2017
1977,3,236,17,2017
1978,3,236,25,2017
1979,3,236,59,2017
1980,3,236,79,2017
1981,3,236,102,2017
1982,3,793,5,2017
1983,3,793,17,2017
1984,3,793,25,2017
1985,3,793,59,2017
1986,3,793,79,2017
1987,3,793,102,2017
1988,3,935,5,2017
1989,3,935,17,2017
1990,3,935,25,2017
1991,3,935,59,2017
1992,3,935,79,2017
1993,3,935,102,2017
1994,3,541,5,2017
1995,3,541,17,2017
1996,3,541,25,2017
1997,3,541,59,2017
1998,3,541,79,2017
1999,3,541,102,2017
2000,3,463,5,2017
2001,3,463,17,2017
2002,3,463,25,2017
2003,3,463,59,2017
2004,3,463,79,2017
2005,3,463,102,2017
2006,3,1122,5,2017
2007,3,1122,17,2017
2008,3,1122,25,2017
2009,3,1122,59,2017
2010,3,1122,79,2017
2011,3,1122,102,2017
2012,3,89,5,2017
2013,3,89,17,2017
2014,3,89,25,2017
2015,3,89,59,2017
2016,3,89,79,2017
2017,3,89,102,2017
2018,3,1084,5,2017
2019,3,1084,17,2017
2020,3,1084,25,2017
2021,3,1084,59,2017
2022,3,1084,79,2017
2023,3,1084,102,2017
2024,3,16,5,2017
2025,3,16,17,2017
2026,3,16,25,2017
2027,3,16,59,2017
2028,3,16,79,2017
2029,3,16,102,2017
2030,3,147,5,2017
2031,3,147,17,2017
2032,3,147,25,2017
2033,3,147,59,2017
2034,3,147,79,2017
2035,3,147,102,2017
2036,3,997,5,2017
2037,3,997,17,2017
2038,3,997,25,2017
2039,3,997,59,2017
2040,3,997,79,2017
2041,3,997,102,2017
2042,3,544,5,2017
2043,3,544,17,2017
2044,3,544,25,2017
2045,3,544,59,2017
2046,3,544,79,2017
2047,3,544,102,2017
2048,3,25,5,2017
2049,3,25,17,2017
2050,3,25,25,2017
2051,3,25,59,2017
2052,3,25,79,2017
2053,3,25,102,2017
2054,3,832,5,2017
2055,3,832,17,2017
2056,3,832,25,2017
2057,3,832,59,2017
2058,3,832,79,2017
2059,3,832,102,2017
2060,3,1012,5,2017
2061,3,1012,17,2017
2062,3,1012,25,2017
2063,3,1012,59,2017
2064,3,1012,79,2017
2065,3,1012,102,2017
2066,3,24,5,2017
2067,3,24,17,2017
2068,3,24,25,2017
2069,3,24,59,2017
2070,3,24,79,2017
2071,3,24,102,2017
2072,3,878,5,2017
2073,3,878,17,2017
2074,3,878,25,2017
2075,3,878,59,2017
2076,3,878,79,2017
2077,3,878,102,2017
2078,3,396,5,2017
2079,3,396,17,2017
2080,3,396,25,2017
2081,3,396,59,2017
2082,3,396,79,2017
2083,3,396,102,2017
2084,3,592,5,2017
2085,3,592,17,2017
2086,3,592,25,2017
2087,3,592,59,2017
2088,3,592,79,2017
2089,3,592,102,2017
2090,3,347,5,2017
2091,3,347,17,2017
2092,3,347,25,2017
2093,3,347,59,2017
2094,3,347,79,2017
2095,3,347,102,2017
2096,3,682,5,2017
2097,3,682,17,2017
2098,3,682,25,2017
2099,3,682,59,2017
2100,3,682,79,2017
2101,3,682,102,2017
2102,3,240,5,2017
2103,3,240,17,2017
2104,3,240,25,2017
2105,3,240,59,2017
2106,3,240,79,2017
2107,3,240,102,2017
2108,3,660,5,2017
2109,3,660,17,2017
2110,3,660,25,2017
2111,3,660,59,2017
2112,3,660,79,2017
2113,3,660,102,2017
2114,3,1109,5,2017
2115,3,1109,17,2017
2116,3,1109,25,2017
2117,3,1109,59,2017
2118,3,1109,79,2017
2119,3,1109,102,2017
2120,3,1057,5,2017
2121,3,1057,17,2017
2122,3,1057,25,2017
2123,3,1057,59,2017
2124,3,1057,79,2017
2125,3,1057,102,2017
2126,3,651,5,2017
2127,3,651,17,2017
2128,3,651,25,2017
2129,3,651,59,2017
2130,3,651,79,2017
2131,3,651,102,2017
2132,3,846,5,2017
2133,3,846,17,2017
2134,3,846,25,2017
2135,3,846,59,2017
2136,3,846,79,2017
2137,3,846,102,2017
2138,3,21,5,2017
2139,3,21,17,2017
2140,3,21,25,2017
2141,3,21,59,2017
2142,3,21,79,2017
2143,3,21,102,2017
2144,3,61,5,2017
2145,3,61,17,2017
2146,3,61,25,2017
2147,3,61,59,2017
2148,3,61,79,2017
2149,3,61,102,2017
2150,3,9,5,2017
2151,3,9,17,2017
2152,3,9,25,2017
2153,3,9,59,2017
2154,3,9,79,2017
2155,3,9,102,2017
2156,3,47,5,2017
2157,3,47,17,2017
2158,3,47,25,2017
2159,3,47,59,2017
2160,3,47,79,2017
2161,3,47,102,2017
2162,3,1081,5,2017
2163,3,1081,17,2017
2164,3,1081,25,2017
2165,3,1081,59,2017
2166,3,1081,79,2017
2167,3,1081,102,2017
2168,3,708,5,2017
2169,3,708,17,2017
2170,3,708,25,2017
2171,3,708,59,2017
2172,3,708,79,2017
2173,3,708,102,2017
2174,3,1089,5,2017
2175,3,1089,17,2017
2176,3,1089,25,2017
2177,3,1089,59,2017
2178,3,1089,79,2017
2179,3,1089,102,2017
2180,3,74,5,2017
2181,3,74,17,2017
2182,3,74,25,2017
2183,3,74,59,2017
2184,3,74,79,2017
2185,3,74,102,2017
2186,3,416,5,2017
2187,3,416,17,2017
2188,3,416,25,2017
2189,3,416,59,2017
2190,3,416,79,2017
2191,3,416,102,2017
2192,3,320,5,2017
2193,3,320,17,2017
2194,3,320,25,2017
2195,3,320,59,2017
2196,3,320,79,2017
2197,3,320,102,2017
2198,3,807,5,2017
2199,3,807,17,2017
2200,3,807,25,2017
2201,3,807,59,2017
2202,3,807,79,2017
2203,3,807,102,2017
2204,3,103,5,2017
2205,3,103,17,2017
2206,3,103,25,2017
2207,3,103,59,2017
2208,3,103,79,2017
2209,3,103,102,2017
2210,3,898,5,2017
2211,3,898,17,2017
2212,3,898,25,2017
2213,3,898,59,2017
2214,3,898,79,2017
2215,3,898,102,2017
2216,3,604,5,2017
2217,3,604,17,2017
2218,3,604,25,2017
2219,3,604,59,2017
2220,3,604,79,2017
2221,3,604,102,2017
2222,3,1075,2,2017
2223,3,1075,3,2017
2224,3,1075,16,2017
2225,3,1075,20,2017
2226,3,1075,30,2017
2227,3,1075,37,2017
2228,3,1075,38,2017
2229,3,1075,39,2017
2230,3,1075,41,2017
2231,3,1075,49,2017
2232,3,1075,50,2017
2233,3,1075,52,2017
2234,3,1075,60,2017
2235,3,1075,61,2017
2236,3,1075,71,2017
2237,3,1075,72,2017
2238,3,1075,74,2017
2239,3,1075,76,2017
2240,3,1075,78,2017
2241,3,1075,82,2017
2242,3,1075,84,2017
2243,3,1075,85,2017
2244,3,1075,88,2017
2245,3,1075,91,2017
2246,3,1075,93,2017
2247,3,1075,99,2017
2248,3,1075,100,2017
2249,3,1075,104,2017
2250,3,1075,105,2017
2251,3,1075,114,2017
2252,3,258,7,2013
2253,3,258,23,2016
2254,3,258,43,2016
2255,3,258,64,2017
2256,3,258,83,2010
2257,3,258,86,2017
2258,3,642,7,2013
2259,3,642,23,2016
2260,3,642,43,2016
2261,3,642,64,2017
2262,3,642,83,2010
2263,3,642,86,2017
2264,3,1119,7,2013
2265,3,1119,23,2016
2266,3,1119,43,2016
2267,3,1119,64,2017
2268,3,1119,83,2010
2269,3,1119,86,2017
2270,3,313,7,2013
2271,3,313,23,2016
2272,3,313,43,2016
2273,3,313,64,2017
2274,3,313,83,2010
2275,3,313,86,2017
2276,3,580,7,2013
2277,3,580,23,2016
2278,3,580,43,2016
2279,3,580,64,2017
2280,3,580,83,2010
2281,3,580,86,2017
2282,3,809,7,2013
2283,3,809,23,2016
2284,3,809,43,2016
2285,3,809,64,2017
2286,3,809,83,2010
2287,3,809,86,2017
2288,3,969,7,2013
2289,3,969,23,2016
2290,3,969,43,2016
2291,3,969,64,2017
2292,3,969,83,2010
2293,3,969,86,2017
2294,3,813,7,2013
2295,3,813,23,2016
2296,3,813,43,2016
2297,3,813,64,2017
2298,3,813,83,2010
2299,3,813,86,2017
2300,3,944,7,2013
2301,3,944,23,2016
2302,3,944,43,2016
2303,3,944,64,2017
2304,3,944,83,2010
2305,3,944,86,2017
2306,3,664,7,2013
2307,3,664,23,2016
2308,3,664,43,2016
2309,3,664,64,2017
2310,3,664,83,2010
2311,3,664,86,2017
2312,3,1099,7,2013
2313,3,1099,23,2016
2314,3,1099,43,2016
2315,3,1099,64,2017
2316,3,1099,83,2010
2317,3,1099,86,2017
2318,3,386,7,2013
2319,3,386,23,2016
2320,3,386,43,2016
2321,3,386,64,2017
2322,3,386,83,2010
2323,3,386,86,2017
2324,3,458,7,2013
2325,3,458,23,2016
2326,3,458,43,2016
2327,3,458,64,2017
2328,3,458,83,2010
2329,3,458,86,2017
2330,3,52,7,2013
2331,3,52,23,2016
2332,3,52,43,2016
2333,3,52,64,2017
2334,3,52,83,2010
2335,3,52,86,2017
2336,3,1062,7,2013
2337,3,1062,23,2016
2338,3,1062,43,2016
2339,3,1062,64,2017
2340,3,1062,83,2010
2341,3,1062,86,2017
2342,3,725,7,2013
2343,3,725,23,2016
2344,3,725,43,2016
2345,3,725,64,2017
2346,3,725,83,2010
2347,3,725,86,2017
2348,3,845,7,2013
2349,3,845,23,2016
2350,3,845,43,2016
2351,3,845,64,2017
2352,3,845,83,2010
2353,3,845,86,2017
2354,3,518,7,2013
2355,3,518,23,2016
2356,3,518,43,2016
2357,3,518,64,2017
2358,3,518,83,2010
2359,3,518,86,2017
2360,3,470,7,2013
2361,3,470,23,2016
2362,3,470,43,2016
2363,3,470,64,2017
2364,3,470,83,2010
2365,3,470,86,2017
2366,3,1000,7,2013
2367,3,1000,23,2016
2368,3,1000,43,2016
2369,3,1000,64,2017
2370,3,1000,83,2010
2371,3,1000,86,2017
2372,3,920,7,2012
2373,3,920,23,2015
2374,3,920,43,2016
2375,3,920,64,2012
2376,3,920,83,2000
2377,3,920,86,2017
2378,3,234,7,2017
