series_index,group_tag,query_tag,label_tag,sample_count
926,3,949,5,2017
927,3,949,17,2017
928,3,949,25,2017
929,3,949,59,2017
930,3,949,79,2017
931,3,949,102,2017
932,3,967,5,2017
933,3,967,17,2017
934,3,967,25,2017
935,3,967,59,2017
936,3,967,79,2017
937,3,967,102,2017
938,3,781,5,2017
939,3,781,17,2017
940,3,781,25,2017
941,3,781,59,2017
942,3,781,79,2017
943,3,781,102,2017
944,3,497,5,2017
945,3,497,17,2017
946,3,497,25,2017
947,3,497,59,2017
948,3,497,79,2017
949,3,497,102,2017
950,3,133,5,2017
951,3,133,17,2017
952,3,133,25,2017
953,3,133,59,2017
954,3,133,79,2017
955,3,133,102,2017
956,3,95,5,2017
957,3,95,17,2017
958,3,95,25,2017
959,3,95,59,2017
960,3,95,79,2017
961,3,95,102,2017
962,3,1085,5,2017
963,3,1085,17,2017
964,3,1085,25,2017
965,3,1085,59,2017
966,3,1085,79,2017
967,3,1085,102,2017
968,3,1079,5,2017
969,3,1079,17,2017
970,3,1079,25,2017
971,3,1079,59,2017
972,3,1079,79,2017
973,3,1079,102,2017
974,3,978,5,2017
975,3,978,17,2017
976,3,978,25,2017
977,3,978,59,2017
978,3,978,79,2017
979,3,978,102,2017
980,3,93,5,2017
981,3,93,17,2017
982,3,93,25,2017
983,3,93,59,2017
984,3,93,79,2017
985,3,93,102,2017
986,3,473,5,2017
987,3,473,17,2017
988,3,473,25,2017
989,3,473,59,2017
990,3,473,79,2017
991,3,473,102,2017
992,3,1095,5,2017
993,3,1095,17,2017
994,3,1095,25,2017
995,3,1095,59,2017
996,3,1095,79,2017
997,3,1095,102,2017
998,3,675,5,2017
999,3,675,17,2017
1000,3,675,25,2017
1001,3,675,59,2017
1002,3,675,79,2017
1003,3,675,102,2017
1004,3,389,5,2017
1005,3,389,17,2017
1006,3,389,25,2017
1007,3,389,59,2017
1008,3,389,79,2017
1009,3,389,102,2017
1010,3,371,28,2017
1011,3,371,48,2017
1012,3,371,53,2017
1013,3,371,58,2017
1014,3,371,66,2017
1015,3,371,90,2017
1016,3,477,28,2017
1017,3,477,48,2017
1018,3,477,53,2017
1019,3,477,58,2017
1020,3,477,66,2017
1021,3,477,90,2017
1022,3,865,28,2017
1023,3,865,48,2017
1024,3,865,53,2017
1025,3,865,58,2017
1026,3,865,66,2017
1027,3,865,90,2017
1028,3,961,28,2017
1029,3,961,48,2017
1030,3,961,53,2017
1031,3,961,58,2017
1032,3,961,66,2017
1033,3,961,90,2017
1034,3,745,28,2017
1035,3,745,48,2017
1036,3,745,53,2017
1037,3,745,58,2017
1038,3,745,66,2017
1039,3,745,90,2017
1040,3,140,28,2017
1041,3,140,48,2017
1042,3,140,53,2017
1043,3,140,58,2017
1044,3,140,66,2017
1045,3,140,90,2017
1046,3,187,28,2017
1047,3,187,48,2017
1048,3,187,53,2017
1049,3,187,58,2017
1050,3,187,66,2017
1051,3,187,90,2017
1052,3,11,28,2017
1053,3,11,48,2017
1054,3,11,53,2017
1055,3,11,58,2017
1056,3,11,66,2017
1057,3,11,90,2017
1058,3,1133,28,2017
1059,3,1133,48,2017
1060,3,1133,53,2017
1061,3,1133,58,2017
1062,3,1133,66,2017
1063,3,1133,90,2017
1064,3,657,28,2017
1065,3,657,48,2017
1066,3,657,53,2017
1067,3,657,58,2017
1068,3,657,66,2017
1069,3,657,90,2017
1070,3,1052,28,2017
1071,3,1052,48,2017
1072,3,1052,53,2017
1073,3,1052,58,2017
1074,3,1052,66,2017
1075,3,1052,90,2017
1076,3,939,28,2017
1077,3,939,48,2017
1078,3,939,53,2017
1079,3,939,58,2017
1080,3,939,66,2017
1081,3,939,90,2017
1082,3,338,28,2017
1083,3,338,48,2017
1084,3,338,53,2017
1085,3,338,58,2017
1086,3,338,66,2017
1087,3,338,90,2017
1088,3,590,28,2017
1089,3,590,48,2017
1090,3,590,53,2017
1091,3,590,58,2017
1092,3,590,66,2017
1093,3,590,90,2017
1094,3,507,28,2017
1095,3,507,48,2017
1096,3,507,53,2017
1097,3,507,58,2017
1098,3,507,66,2017
1099,3,507,90,2017
1100,3,356,28,2017
1101,3,356,48,2017
1102,3,356,53,2017
1103,3,356,58,2017
1104,3,356,66,2017
1105,3,356,90,2017
1106,3,397,28,2017
1107,3,397,48,2017
1108,3,397,53,2017
1109,3,397,58,2017
1110,3,397,66,2017
1111,3,397,90,2017
1112,3,277,28,2017
1113,3,277,48,2017
1114,3,277,53,2017
1115,3,277,58,2017
1116,3,277,66,2017
1117,3,277,90,2017
1118,3,400,28,2017
1119,3,400,48,2017
1120,3,400,53,2017
1121,3,400,58,2017
1122,3,400,66,2017
1123,3,400,90,2017
1124,3,667,28,2017
1125,3,667,48,2017
1126,3,667,53,2017
1127,3,667,58,2017
1128,3,667,66,2017
1129,3,667,90,2017
1130,3,802,28,2017
1131,3,802,48,2017
1132,3,802,53,2017
1133,3,802,58,2017
1134,3,802,66,2017
1135,3,802,90,2017
1136,3,200,28,2017
1137,3,200,48,2017
1138,3,200,53,2017
1139,3,200,58,2017
1140,3,200,66,2017
1141,3,200,90,2017
1142,3,697,28,2017
1143,3,697,48,2017
1144,3,697,53,2017
1145,3,697,58,2017
1146,3,697,66,2017
1147,3,697,90,2017
1148,3,135,28,2017
1149,3,135,48,2017
1150,3,135,53,2017
1151,3,135,58,2017
1152,3,135,66,2017
1153,3,135,90,2017
1154,3,663,28,2017
1155,3,663,48,2017
1156,3,663,53,2017
1157,3,663,58,2017
1158,3,663,66,2017
1159,3,663,90,2017
1160,3,566,28,2017
1161,3,566,48,2017
1162,3,566,53,2017
1163,3,566,58,2017
1164,3,566,66,2017
1165,3,566,90,2017
1166,3,34,28,2017
1167,3,34,48,2017
1168,3,34,53,2017
1169,3,34,58,2017
1170,3,34,66,2017
1171,3,34,90,2017
1172,3,742,28,2017
1173,3,742,48,2017
1174,3,742,53,2017
1175,3,742,58,2017
1176,3,742,66,2017
1177,3,742,90,2017
1178,3,423,28,2017
1179,3,423,48,2017
1180,3,423,53,2017
1181,3,423,58,2017
1182,3,423,66,2017
1183,3,423,90,2017
1184,3,962,28,2017
1185,3,962,48,2017
1186,3,962,53,2017
1187,3,962,58,2017
1188,3,962,66,2017
1189,3,962,90,2017
1190,3,111,28,2017
1191,3,111,48,2017
1192,3,111,53,2017
1193,3,111,58,2017
1194,3,111,66,2017
1195,3,111,90,2017
1196,3,990,28,2017
1197,3,990,48,2017
1198,3,990,53,2017
1199,3,990,58,2017
1200,3,990,66,2017
1201,3,990,90,2017
1202,3,267,28,2017
1203,3,267,48,2017
1204,3,267,53,2017
1205,3,267,58,2017
1206,3,267,66,2017
1207,3,267,90,2017
1208,3,171,28,2017
1209,3,171,48,2017
1210,3,171,53,2017
1211,3,171,58,2017
1212,3,171,66,2017
1213,3,171,90,2017
1214,3,475,28,2017
1215,3,475,48,2017
1216,3,475,53,2017
1217,3,475,58,2017
1218,3,475,66,2017
1219,3,475,90,2017
1220,3,570,28,2017
1221,3,570,48,2017
1222,3,570,53,2017
1223,3,570,58,2017
1224,3,570,66,2017
1225,3,570,90,2017
1226,3,447,28,2017
1227,3,447,48,2017
